code|name|Group|Type|abu|air|besi|beta-karoten|energi|fosfor|kalium|kalsium|karbohidrat|karoten total|lemak|natrium|niasin|protein|retinol|riboflavin|seng|serat|tembaga|thiamin|vitamin c
AP098|Rice pundut|Cereals|Processed/Products|1.1 g|77.8 g|1.5 mg|0 mcg|104|100 mg|174.0 mg|26 mg|15.1 g|0 mcg|4.1 g|74 mg|0 mg|1.9 g|0 mcg|0 mg|0.0 mg|0.4 g|0.00 mg|0 mg|0 mg
AP100|Putri selat|Cereals|Processed/Products|0.9 g|66.6 g|4.0 mg|0 mcg|163|3 mg|68.0 mg|72 mg|23.8 g|0 mcg|6.5 g|6 mg|0 mg|2.2 g|0 mcg|0 mg|0 mg|0 g|0 mg|0 mg|0 mg
AP101|Putu sopa|Cereals|Processed/Products|0.8 g|50.7 g|0 mg|0 mcg|215|0 mg|0 mg|0 mg|41.1 g|0 mcg|4.1 g|0 mg|0 mg|3.3 g|0 mcg|0 mg|0 mg|0 g|0 mg|0 mg|0 mg
AP102|Renggi fried|Cereals|Processed/Products|0.6 g|8.8 g|1.1 mg|0 mcg|471|80 mg|29.0 mg|4 mg|64.1 g|0 mcg|21.8 g|126 mg|8.2 mg|4.7 g|0 mcg|0.05 mg|1.3 mg|6.4 g|0.90 mg|0.53 mg|0 mg
AP103|Roti boong|Cereals|Processed/Products|1.0 g|34.0 g|1.1 mg|0 mcg|341|65 mg|41.0 mg|15 mg|43.3 g|0 mcg|16.2 g|161 mg|2.4 mg|5.5 g|0 mcg|0.30 mg|0.9 mg|0 g|0 mg|0.40 mg|0 mg
AP104|Bun dark brown skin|Cereals|Processed/Products|0.9 g|40.0 g|2.5 mg|0 mcg|249|140 mg|91.0 mg|20 mg|49.7 g|0 mcg|1.5 g|500 mg|0 mg|7.9 g|0 mcg|0 mg|0 mg|0 g|0 mg|0.15 mg|0 mg
AP105|Sarimuka|Cereals|Processed/Products|0.5 g|61.5 g|2.0 mg|0 mcg|166|13 mg|34.0 mg|36 mg|32.9 g|0 mcg|2.8 g|3 mg|0 mg|2.3 g|0 mcg|0 mg|0.0 mg|0 g|0.00 mg|0 mg|0 mg
AP106|Spaghetti|Cereals|Processed/Products|2.1 g|66.1 g|4.7 mg|0 mcg|139|53 mg|0 mg|109 mg|22.6 g|940 mcg|2.1 g|0 mg|0 mg|7.4 g|42 mcg|0 mg|0 mg|0 g|0 mg|0.35 mg|0 mg
AP107|Glutinous rice srikaya|Cereals|Processed/Products|0.8 g|41.0 g|0 mg|0 mcg|265|0 mg|0 mg|0 mg|49.1 g|0 mcg|6.4 g|0 mg|0 mg|2.7 g|0 mcg|0 mg|0 mg|0 g|0 mg|0 mg|0 mg
AP108|Sunduk lawang|Cereals|Processed/Products|1.0 g|63.4 g|0 mg|0 mcg|181|0 mg|0 mg|0 mg|32.4 g|0 mcg|1.3 g|0 mg|0 mg|1.9 g|0 mcg|0 mg|0 mg|0 g|0 mg|0 mg|0 mg
AP109|Suwir-suwir|Cereals|Processed/Products|1.0 g|13.4 g|4.3 mg|0 mcg|347|40 mg|0 mg|42 mg|84.2 g|240 mcg|0.9 g|0 mg|0.9 mg|0.5 g|1 mcg|0 mg|0 mg|0.8 g|0 mg|0.13 mg|0 mg
AP110|Tipa-tipa|Cereals|Processed/Products|1.5 g|11.3 g|1.6 mg|0 mcg|355|328 mg|0 mg|17 mg|79.8 g|0 mcg|1.2 g|0 mg|1.5 mg|6.2 g|0 mcg|0.04 mg|0 mg|1.3 g|0 mg|0.26 mg|0 mg
AP111|Wajit kue|Cereals|Processed/Products|0.6 g|27.1 g|5.5 mg|0 mcg|303|302 mg|0 mg|61 mg|63.3 g|0 mcg|2.7 g|0 mg|0 mg|6.3 g|0 mcg|0 mg|0 mg|6.9 g|0 mg|0.03 mg|0 mg
AP112|Widaran|Cereals|Processed/Products|0.3 g|7.0 g|2.5 mg|0 mcg|424|88 mg|0 mg|49 mg|80.7 g|440 mcg|10.7 g|0 mg|2.2 mg|1.3 g|21 mcg|0.20 mg|0 mg|0.2 g|0 mg|0.13 mg|0 mg
AP113|Wingko babat|Cereals|Processed/Products|0.7 g|29.7 g|1.1 mg|0 mcg|355|63 mg|0 mg|47 mg|51.4 g|0 mcg|15.1 g|0 mg|0.0 mg|3.2 g|0 mcg|0.08 mg|0 mg|2.4 g|0 mg|0.08 mg|0 mg
AP114|Yangko|Cereals|Processed/Products|0.4 g|37.4 g|2.6 mg|0 mcg|254|24 mg|0 mg|184 mg|58.1 g|96 mcg|1.1 g|0 mg|0.0 mg|3.0 g|0 mcg|0 mg|0 mg|0.8 g|0 mg|0.15 mg|0 mg
AR001|Rice milled raw|Cereals|Raw|0.8 g|0 g|1.8 mg|0 mcg|357|81 mg|71.0 mg|147 mg|77.1 g|0 mcg|1.7 g|27 mg|2.6 mg|8.4 g|0 mcg|0.08 mg|0.5 mg|0.2 g|0.10 mg|0.20 mg|0 mg
AR002|Rice milled variant pelita raw|Cereals|Raw|0.6 g|0 g|1.4 mg|0 mcg|369|171 mg|0.0 mg|68 mg|77.1 g|0 mcg|1.4 g|34 mg|0.0 mg|9.5 g|0 mcg|0.00 mg|0.0 mg|0.4 g|0.00 mg|0.26 mg|0 mg
AR003|Rice milled variant rojolele raw|Cereals|Raw|0.8 g|12.0 g|1.8 mg|0 mcg|357|81 mg|112.9 mg|147 mg|77.1 g|80 mcg|1.7 g|34 mg|1.5 mg|8.4 g|0 mcg|0.02 mg|0.1 mg|0.2 g|0.14 mg|0.20 mg|0 mg
AR004|Rice black raw|Cereals|Raw|0.9 g|12.9 g|0.1 mg|0 mcg|351|198 mg|105.0 mg|6 mg|76.9 g|0 mcg|1.3 g|15 mg|0.0 mg|8.0 g|0 mcg|0.06 mg|1.6 mg|20.1 g|0.10 mg|0.21 mg|0 mg
AR005|Corn rice yellow dried raw|Cereals|Raw|0.9 g|10.8 g|1.4 mg|641 mcg|358|90 mg|80.0 mg|20 mg|82.7 g|0 mcg|0.1 g|1 mg|1.0 mg|5.5 g|0 mcg|0.08 mg|4.1 mg|10.0 g|0.10 mg|0.12 mg|3 mg
AR006|Corn rice white dried raw|Cereals|Raw|0.8 g|22.5 g|1.2 mg|301 mcg|307|78 mg|70.0 mg|17 mg|71.8 g|0 mcg|0.1 g|1 mg|0.9 mg|4.8 g|0 mcg|0.07 mg|3.5 mg|10.0 g|0.10 mg|0.15 mg|0 mg
AR007|Glutinous rice black mashed raw|Cereals|Raw|1.5 g|13.7 g|6.2 mg|0 mcg|360|347 mg|288.0 mg|10 mg|74.5 g|0 mcg|2.3 g|11 mg|2.0 mg|8.0 g|0 mcg|0.10 mg|2.2 mg|1.0 g|0.28 mg|0.24 mg|0 mg
AR008|Glutinous rice white mashed raw|Cereals|Raw|0.5 g|12.9 g|3.4 mg|0 mcg|361|157 mg|282.0 mg|13 mg|78.4 g|0 mcg|0.8 g|3 mg|1.4 mg|7.4 g|0 mcg|0.00 mg|2.2 mg|0.4 g|0.28 mg|0.28 mg|0 mg
AR009|Field rice raw|Cereals|Raw|0.9 g|9.8 g|0.8 mg|0 mcg|376|110 mg|70.0 mg|20 mg|78.0 g|0 mcg|3.8 g|10 mg|5.1 mg|7.5 g|0 mcg|0.20 mg|1.4 mg|5.9 g|0.10 mg|0.20 mg|0 mg
AR010|Small broken rice raw|Cereals|Raw|0.2 g|12.0 g|3.7 mg|0 mcg|362|272 mg|201.0 mg|22 mg|73.0 g|0 mcg|4.4 g|90 mg|1.9 mg|7.7 g|0 mcg|0.00 mg|0.5 mg|0.2 g|0.10 mg|0.55 mg|0 mg
AR011|Rice parboiled|Cereals|Raw|2.5 g|10.0 g|0.8 mg|0 mcg|353|142 mg|46.0 mg|5 mg|80.0 g|0 mcg|0.6 g|2 mg|3.4 mg|6.8 g|0 mcg|0.11 mg|1.0 mg|0.5 g|0.28 mg|0.22 mg|0 mg
AR012|Rice mashed raw|Cereals|Raw|0.4 g|11.5 g|0.6 mg|0 mcg|354|112 mg|85.0 mg|3 mg|79.9 g|0 mcg|0.4 g|5 mg|5.1 mg|7.8 g|0 mcg|0.22 mg|1.5 mg|3.8 g|0.50 mg|0.25 mg|0 mg
AR013|Rice red mashed raw|Cereals|Raw|1.0 g|14.6 g|4.2 mg|0 mcg|352|257 mg|202.0 mg|15 mg|76.2 g|0 mcg|0.9 g|10 mg|3.3 mg|7.3 g|0 mcg|0.00 mg|1.9 mg|0.8 g|0.36 mg|0.34 mg|0 mg
AR014|Sorghum raw|Cereals|Raw|1.7 g|11.0 g|4.4 mg|0 mcg|366|287 mg|249.0 mg|28 mg|73.0 g|0 mcg|3.3 g|7 mg|2.8 mg|11.0 g|0 mcg|0.14 mg|0 mg|1.2 g|0 mg|0.09 mg|0 mg
AR015|Baby corn yellow raw|Cereals|Raw|0.9 g|61.8 g|1.1 mg|113 mcg|147|122 mg|33.6 mg|6 mg|31.5 g|261 mcg|0.7 g|5 mg|0.8 mg|5.1 g|0 mcg|0.10 mg|0.9 mg|1.3 g|0.13 mg|0.24 mg|9 mg
AR016|Corn yellow shelled dried raw|Cereals|Raw|2.4 g|11.5 g|2.3 mg|636 mcg|366|538 mg|79.4 mg|30 mg|69.1 g|641 mcg|7.3 g|5 mg|1.8 mg|9.8 g|0 mcg|0.12 mg|4.1 mg|2.2 g|0.10 mg|0.12 mg|3 mg
AR017|Corn shelled variant harapan dried|Cereals|Raw|1.2 g|11.3 g|2.8 mg|637 mcg|367|354 mg|79.6 mg|7 mg|76.2 g|385 mcg|5.1 g|1 mg|1.0 mg|6.2 g|0 mcg|0.08 mg|4.1 mg|2.6 g|0.10 mg|0.19 mg|0 mg
AR018|Corn shelled variant metro dried|Cereals|Raw|1.3 g|10.6 g|2.4 mg|642 mcg|368|300 mg|80.2 mg|7 mg|78.0 g|554 mcg|4.6 g|1 mg|1.0 mg|5.5 g|0 mcg|0.08 mg|4.1 mg|2.9 g|0.10 mg|0.16 mg|0 mg
AR019|Barley raw|Cereals|Raw|1.0 g|23.0 g|11.0 mg|0 mcg|324|176 mg|0 mg|213 mg|61.0 g|0 mcg|4.0 g|24 mg|1.8 mg|11.0 g|0 mcg|0.08 mg|0.4 mg|3.1 g|0.10 mg|0.14 mg|0 mg
AR020|Millet raw|Cereals|Raw|1.5 g|11.9 g|5.3 mg|33 mcg|364|311 mg|255.1 mg|28 mg|73.4 g|0 mcg|3.5 g|7 mg|4.5 mg|9.7 g|0 mcg|0.28 mg|1.5 mg|8.2 g|0.45 mg|0.33 mg|0 mg
AR021|Jampang huma raw|Cereals|Raw|2.5 g|11.7 g|5.3 mg|33 mcg|350|254 mg|396.7 mg|329 mg|78.2 g|0 mcg|1.4 g|53 mg|0.7 mg|6.2 g|0 mcg|0.30 mg|1.6 mg|1.7 g|0.70 mg|0.51 mg|0 mg
BP001|Batatas coconut tubers grilled|Starchy Roots & Tubers|Processed/Products|0.7 g|73.2 g|0.2 mg|0 mcg|110|46 mg|230.0 mg|1 mg|23.4 g|0 mcg|1.1 g|12 mg|0.0 mg|1.4 g|0 mcg|0.00 mg|0.3 mg|4.5 g|0.20 mg|1.13 mg|0 mg
BP002|Batatas coconut tubers steamed|Starchy Roots & Tubers|Processed/Products|1.8 g|75.7 g|0.2 mg|0 mcg|92|42 mg|209.0 mg|0 mg|21.0 g|0 mcg|0.3 g|10 mg|0.7 mg|1.2 g|0 mcg|0.00 mg|0.3 mg|4.1 g|0.20 mg|0.28 mg|0 mg
BP003|Batatas tali tubers boiled|Starchy Roots & Tubers|Processed/Products|1.8 g|53.2 g|0.3 mg|0 mcg|182|80 mg|402.0 mg|1 mg|42.2 g|0 mcg|0.4 g|20 mg|1.3 mg|2.4 g|0 mcg|0.00 mg|0.6 mg|9.2 g|0.30 mg|0.27 mg|0 mg
BP004|Belitung taro steamed|Starchy Roots & Tubers|Processed/Products|1.1 g|63.1 g|0.9 mg|0 mcg|145|48 mg|552.6 mg|21 mg|34.2 g|0 mcg|0.4 g|7 mg|2.3 mg|1.2 g|0 mcg|0.10 mg|0.9 mg|1.0 g|0.20 mg|0.08 mg|1 mg
BP005|Bentul taro steamed|Starchy Roots & Tubers|Processed/Products|0.9 g|81.1 g|0.6 mg|0 mcg|71|26 mg|201.0 mg|29 mg|15.4 g|0 mcg|0.3 g|0 mg|0.0 mg|2.3 g|0 mcg|0.00 mg|0.6 mg|0.5 g|0.20 mg|0.06 mg|21 mg
BP006|Gadung yam steamed|Starchy Roots & Tubers|Processed/Products|0.8 g|77.4 g|0.4 mg|0 mcg|88|47 mg|584.0 mg|26 mg|20.9 g|0 mcg|0.3 g|6 mg|0.4 mg|0.6 g|0 mcg|0.00 mg|0.2 mg|0.9 g|0.20 mg|0.03 mg|0 mg
BP007|Ganyong boiled|Starchy Roots & Tubers|Processed/Products|1.1 g|74.1 g|0.9 mg|0 mcg|100|65 mg|0 mg|15 mg|23.8 g|0 mcg|0.2 g|0 mg|0 mg|0.8 g|0 mcg|0 mg|0 mg|0.9 g|0 mg|0.04 mg|6 mg
BP008|Cassava steamed|Starchy Roots & Tubers|Processed/Products|0.6 g|61.5 g|0.4 mg|0 mcg|153|22 mg|345.3 mg|56 mg|36.4 g|0 mcg|0.3 g|2 mg|0.3 mg|1.2 g|0 mcg|0.00 mg|0.1 mg|1.3 g|0.30 mg|0.00 mg|20 mg
BP009|Elephant foot yam steamed|Starchy Roots & Tubers|Processed/Products|1.0 g|75.5 g|0.8 mg|0 mcg|93|58 mg|350.3 mg|50 mg|21.9 g|283 mcg|0.1 g|6 mg|0.3 mg|1.5 g|0 mcg|0.00 mg|0.1 mg|0.9 g|0.10 mg|0.09 mg|0 mg
BP010|Taro steamed|Starchy Roots & Tubers|Processed/Products|0.8 g|69.2 g|0.7 mg|0 mcg|120|63 mg|498.0 mg|31 mg|28.2 g|0 mcg|0.3 g|11 mg|0.8 mg|1.5 g|0 mcg|0.60 mg|0.6 mg|0.7 g|0.20 mg|0.05 mg|2 mg
BP011|Sweet potato yellow steamed|Starchy Roots & Tubers|Processed/Products|1.0 g|74.2 g|0.4 mg|819 mcg|100|46 mg|0.8 mg|44 mg|23.8 g|4427 mcg|0.3 g|3 mg|0.6 mg|0.7 g|0 mcg|0.10 mg|0.2 mg|1.0 g|0.10 mg|0.00 mg|16 mg
BP012|Chinese yam steamed|Starchy Roots & Tubers|Processed/Products|0.6 g|58.5 g|0.8 mg|0 mcg|165|23 mg|0.9 mg|20 mg|39.8 g|0 mcg|0.2 g|1 mg|0.5 mg|0.9 g|0 mcg|0.10 mg|0.2 mg|1.1 g|0.10 mg|0.02 mg|0 mg
BP013|Bagea coconut savory|Starchy Roots & Tubers|Processed/Products|1.3 g|3.5 g|0.3 mg|0 mcg|450|38 mg|0.0 mg|38 mg|78.1 g|0 mcg|13.9 g|74 mg|0.0 mg|3.2 g|0 mcg|0.00 mg|0.2 mg|0 g|0.20 mg|0.30 mg|0 mg
BP014|Bagea coconut sweet|Starchy Roots & Tubers|Processed/Products|1.3 g|3.0 g|0.3 mg|0 mcg|452|39 mg|0.0 mg|38 mg|80.6 g|0 mcg|13.8 g|75 mg|0.0 mg|1.3 g|0 mcg|0.00 mg|0.2 mg|0 g|0.20 mg|0.00 mg|0 mg
BP015|Bagea pili nut savory|Starchy Roots & Tubers|Processed/Products|1.3 g|2.8 g|0.4 mg|0 mcg|529|40 mg|0.0 mg|38 mg|63.6 g|0 mcg|29.1 g|74 mg|0.0 mg|3.2 g|0 mcg|0.00 mg|0.2 mg|0 g|0.20 mg|0.30 mg|0 mg
BP016|Bagea pili nut sweet|Starchy Roots & Tubers|Processed/Products|1.3 g|3.1 g|0.3 mg|0 mcg|523|39 mg|0.0 mg|38 mg|64.2 g|0 mcg|28.2 g|74 mg|0.0 mg|3.2 g|0 mcg|0.00 mg|0.2 mg|0 g|0.20 mg|0.30 mg|0 mg
BP017|Bagea quality 1|Starchy Roots & Tubers|Processed/Products|0.6 g|7.2 g|4.9 mg|0 mcg|416|77 mg|0 mg|49 mg|76.3 g|312 mcg|9.4 g|0 mg|2.6 mg|6.5 g|13 mcg|0 mg|0 mg|0.4 g|0 mg|0.08 mg|0 mg
BP018|Bagea quality 2|Starchy Roots & Tubers|Processed/Products|1.1 g|7.9 g|7.6 mg|0 mcg|382|120 mg|0 mg|172 mg|87.2 g|0 mcg|3.5 g|0 mg|0 mg|0.3 g|0 mcg|0 mg|0 mg|0.9 g|0 mg|0.02 mg|0 mg
BP019|"Rice ""Cerdas"""|Starchy Roots & Tubers|Processed/Products|2.6 g|11.3 g|2.9 mg|0 mcg|350|351 mg|568.0 mg|28 mg|82.3 g|0 mcg|1.1 g|358 mg|0.3 mg|2.7 g|0 mcg|0.20 mg|0.9 mg|6.2 g|0.20 mg|0.02 mg|0 mg
BP020|Rice ganyong|Starchy Roots & Tubers|Processed/Products|0.5 g|9.3 g|5.0 mg|1 mcg|364|47 mg|72.2 mg|4 mg|86.3 g|0 mcg|0.7 g|4 mg|0.3 mg|3.4 g|0 mcg|0.02 mg|0.6 mg|4.7 g|0.20 mg|0.02 mg|0 mg
BP021|Rice siger|Starchy Roots & Tubers|Processed/Products|0.7 g|13.5 g|5.6 mg|0 mcg|344|22 mg|77.9 mg|32 mg|28.3 g|0 mcg|0.2 g|106 mg|0.2 mg|1.1 g|0 mcg|0.10 mg|0.5 mg|5.6 g|0.10 mg|0.02 mg|0 mg
BP022|Jackfruit/snakefruit seeds|Starchy Roots & Tubers|Processed/Products|0.7 g|40.5 g|0.8 mg|1667 mcg|262|80 mg|2.0 mg|60 mg|51.1 g|0 mcg|5.4 g|10 mg|0 mg|2.3 g|0 mcg|1.00 mg|2.0 mg|8.0 g|0.60 mg|0.10 mg|10 mg
BP023|Sago porridge|Starchy Roots & Tubers|Processed/Products|0.3 g|62.5 g|0.1 mg|0 mcg|167|3 mg|0.0 mg|3 mg|33.0 g|0 mcg|4.0 g|7 mg|0.1 mg|0.2 g|0 mcg|0 mg|0.1 mg|0 g|0.10 mg|9.00 mg|0 mg
BP024|Cassavastick|Starchy Roots & Tubers|Processed/Products|2.7 g|5.6 g|7.5 mg|0 mcg|460|58 mg|0 mg|144 mg|17.2 g|107 mcg|18.7 g|0 mg|0.1 mg|0.8 g|0 mcg|0.07 mg|0 mg|1.6 g|0 mg|0.19 mg|0 mg
BP025|Cassava ceriping getuk|Starchy Roots & Tubers|Processed/Products|3.2 g|7.2 g|8.8 mg|0 mcg|462|172 mg|0 mg|1248 mg|67.7 g|152 mcg|20.7 g|0 mg|0.5 mg|1.2 g|0 mcg|0.02 mg|0 mg|0.6 g|0 mg|0.29 mg|0 mg
BP026|Gatot|Starchy Roots & Tubers|Processed/Products|1.4 g|12.8 g|17.1 mg|0 mcg|347|44 mg|242.0 mg|78 mg|83.8 g|0 mcg|0.7 g|28 mg|0.4 mg|1.3 g|0 mcg|0.10 mg|0.7 mg|5.8 g|0.20 mg|0.02 mg|0 mg
BP027|Geblek|Starchy Roots & Tubers|Processed/Products|1.4 g|52.1 g|0.6 mg|0 mcg|195|13 mg|125.0 mg|35 mg|44.4 g|0 mcg|1.7 g|353 mg|0.1 mg|0.4 g|0 mcg|0.00 mg|0.3 mg|3.6 g|0.30 mg|0.02 mg|0 mg
BP028|Getuk fried|Starchy Roots & Tubers|Processed/Products|1.5 g|16.5 g|3.2 mg|0 mcg|360|81 mg|0 mg|59 mg|74.3 g|0 mcg|6.4 g|0 mg|0.1 mg|1.3 g|0 mcg|0 mg|0 mg|0.8 g|0 mg|0.21 mg|0 mg
BP029|Cassava getuk|Starchy Roots & Tubers|Processed/Products|1.1 g|49.8 g|1.5 mg|0 mcg|204|52 mg|0 mg|97 mg|47.4 g|208 mcg|1.4 g|0 mg|0.1 mg|0.5 g|0 mcg|0 mg|0 mg|0.8 g|0 mg|0.08 mg|0 mg
BP030|Gurandil|Starchy Roots & Tubers|Processed/Products|1.0 g|47.5 g|2.8 mg|0 mcg|218|25 mg|0 mg|50 mg|48.5 g|0 mcg|2.5 g|0 mg|0 mg|0.5 g|0 mcg|0 mg|0 mg|3.1 g|0 mg|0.19 mg|0 mg
BP031|Kabuto|Starchy Roots & Tubers|Processed/Products|0.6 g|58.9 g|1.1 mg|0 mcg|250|49 mg|218.0 mg|35 mg|35.4 g|0 mcg|2.5 g|2 mg|0.6 mg|2.6 g|0 mcg|0.10 mg|0 mg|1.8 g|0 mg|0.10 mg|0 mg
BP032|Kapurung|Starchy Roots & Tubers|Processed/Products|0.6 g|79.6 g|0.3 mg|213 mcg|41|12 mg|566.0 mg|34 mg|7.8 g|0 mcg|0.3 g|185 mg|2.7 mg|2.0 g|0 mcg|0.25 mg|0.3 mg|2.0 g|0.10 mg|0.12 mg|15 mg
BP033|Cassava kecimpring fried|Starchy Roots & Tubers|Processed/Products|3.5 g|3.7 g|3.4 mg|0 mcg|464|52 mg|0 mg|82 mg|73.0 g|3320 mcg|18.6 g|0 mg|0 mg|1.2 g|0 mcg|0 mg|0 mg|1.3 g|0 mg|0.34 mg|0 mg
BP034|Keremes|Starchy Roots & Tubers|Processed/Products|2.1 g|6.7 g|1.0 mg|0 mcg|475|88 mg|0 mg|153 mg|64.4 g|1000 mcg|25.2 g|0 mg|0 mg|1.6 g|0 mcg|0 mg|0 mg|2.1 g|0 mg|0.00 mg|0 mg
BP035|Gadung chips|Starchy Roots & Tubers|Processed/Products|2.8 g|4.0 g|1.9 mg|0 mcg|446|52 mg|0 mg|147 mg|76.0 g|0 mcg|14.5 g|0 mg|0 mg|2.8 g|0 mcg|0 mg|0 mg|1.7 g|0 mg|0.95 mg|0 mg
BP036|Potato chips|Starchy Roots & Tubers|Processed/Products|3.6 g|7.8 g|1.2 mg|15 mcg|448|130 mg|406.0 mg|25 mg|67.1 g|0 mcg|18.8 g|712 mg|2.8 mg|2.7 g|0 mcg|0.05 mg|0 mg|3.8 g|1.10 mg|0.10 mg|0 mg
BP037|Cassava chips|Starchy Roots & Tubers|Processed/Products|2.2 g|4.2 g|1.9 mg|0 mcg|478|101 mg|0 mg|189 mg|72.0 g|0 mcg|20.7 g|0 mg|0 mg|0.9 g|0 mcg|0 mg|0 mg|2.0 g|0 mg|0.24 mg|0 mg
BP038|Cassava chips seasoned|Starchy Roots & Tubers|Processed/Products|2.3 g|2.2 g|1.6 mg|0 mcg|481|103 mg|0 mg|156 mg|73.6 g|80 mcg|19.7 g|0 mg|0 mg|2.2 g|0 mcg|0 mg|0 mg|1.6 g|0 mg|0.31 mg|0 mg
BP039|Sweet potato chips|Starchy Roots & Tubers|Processed/Products|2.3 g|6.0 g|0.9 mg|920 mcg|486|92 mg|2.0 mg|68 mg|67.6 g|0 mcg|23.9 g|52 mg|0.5 mg|0.2 g|0 mcg|0.10 mg|2.3 mg|14.3 g|0.70 mg|0.10 mg|0 mg
BP040|Squid chips fried|Starchy Roots & Tubers|Processed/Products|3.8 g|3.4 g|1.8 mg|0 mcg|444|375 mg|191.0 mg|47 mg|71.3 g|0 mcg|14.6 g|837 mg|1.8 mg|6.9 g|0 mcg|0.10 mg|0.3 mg|5.0 g|0.10 mg|0.40 mg|0 mg
BP041|Kemplang  (fish) chips raw|Starchy Roots & Tubers|Processed/Products|5.1 g|14.2 g|2.3 mg|0 mcg|325|268 mg|273.0 mg|59 mg|78.5 g|0 mcg|0.4 g|1123 mg|2.3 mg|1.8 g|32 mcg|0.10 mg|0.5 mg|4.5 g|0.20 mg|0.60 mg|0 mg
BP042|Kemplang chips fried|Starchy Roots & Tubers|Processed/Products|3.4 g|5.8 g|2.9 mg|0 mcg|504|94 mg|0 mg|50 mg|57.1 g|280 mcg|28.1 g|0 mg|0 mg|5.6 g|6 mcg|0 mg|0 mg|0.3 g|0 mg|0.31 mg|0 mg
BP043|Kemplang chips roasted|Starchy Roots & Tubers|Processed/Products|3.0 g|9.4 g|2.9 mg|0 mcg|356|129 mg|0 mg|62 mg|76.9 g|280 mcg|1.1 g|0 mg|0 mg|9.7 g|7 mcg|0 mg|0 mg|1.0 g|0 mg|0.36 mg|0 mg
BP044|Yellow noodle chips fried|Starchy Roots & Tubers|Processed/Products|0.3 g|7.2 g|4.6 mg|0 mcg|476|36 mg|109.0 mg|57 mg|71.3 g|333 mcg|21.1 g|0 mg|0.9 mg|0.1 g|0 mcg|0.00 mg|0.2 mg|4.2 g|0.10 mg|0.22 mg|0 mg
BP045|Shrimp chips fried|Starchy Roots & Tubers|Processed/Products|1.9 g|4.4 g|0.9 mg|0 mcg|477|188 mg|109.0 mg|24 mg|68.5 g|0 mcg|20.5 g|449 mg|0.9 mg|4.7 g|0 mcg|0.00 mg|0.2 mg|5.0 g|0.10 mg|0.20 mg|0 mg
BP046|Bangket kue|Starchy Roots & Tubers|Processed/Products|0.9 g|16.1 g|0.3 mg|0 mcg|338|35 mg|0.0 mg|34 mg|80.3 g|0 mcg|1.2 g|67 mg|0.0 mg|1.5 g|0 mcg|0.00 mg|0.2 mg|0 g|0.20 mg|0.30 mg|0 mg
BP047|Putu singkong kue|Starchy Roots & Tubers|Processed/Products|0.9 g|44.2 g|1.5 mg|0 mcg|217|68 mg|305.0 mg|48 mg|53.2 g|0 mcg|0.5 g|3 mg|0.8 mg|1.2 g|0 mcg|0.10 mg|0 mg|2.4 g|0 mg|0.10 mg|0 mg
BP048|Lanting getuk|Starchy Roots & Tubers|Processed/Products|3.8 g|4.2 g|3.6 mg|0 mcg|422|104 mg|0 mg|206 mg|80.4 g|0 mcg|10.8 g|0 mg|0 mg|0.9 g|0 mcg|0 mg|0 mg|1.4 g|0 mg|0.43 mg|0 mg
BP049|Noodle golosor|Starchy Roots & Tubers|Processed/Products|0.2 g|82.9 g|0.2 mg|0 mcg|71|5 mg|0 mg|117 mg|15.9 g|112 mcg|0.8 g|0 mg|0.0 mg|0.2 g|0 mcg|0.02 mg|0 mg|0.1 g|0 mg|0.05 mg|0 mg
BP050|Noodle bendo|Starchy Roots & Tubers|Processed/Products|0.2 g|11.5 g|2.8 mg|2 mcg|353|14 mg|49.2 mg|28 mg|88.0 g|0 mcg|0.0 g|9 mg|0.1 mg|0.3 g|0 mcg|0.00 mg|0.1 mg|2.4 g|0.50 mg|0.02 mg|0 mg
BP051|Noodle sago|Starchy Roots & Tubers|Processed/Products|0.1 g|52.8 g|0.3 mg|2 mcg|190|7 mg|2.6 mg|8 mg|46.5 g|0 mcg|0.4 g|10 mg|0.0 mg|0.2 g|0 mcg|0.40 mg|0.0 mg|1.4 g|0.10 mg|0.00 mg|0 mg
BP052|Sago ongol-ongol|Starchy Roots & Tubers|Processed/Products|0.5 g|75.3 g|1.7 mg|0 mcg|111|15 mg|0 mg|79 mg|21.2 g|0 mcg|2.7 g|0 mg|0 mg|0.3 g|0 mcg|0 mg|0 mg|0.3 g|0 mg|0.06 mg|0 mg
BP053|Oyek|Starchy Roots & Tubers|Processed/Products|0.7 g|12.6 g|2.1 mg|0 mcg|351|36 mg|229.0 mg|60 mg|84.9 g|0 mcg|0.9 g|5 mg|0.5 mg|0.9 g|0 mcg|0.02 mg|0.5 mg|4.3 g|0.10 mg|0.02 mg|0 mg
BP054|Papeda|Starchy Roots & Tubers|Processed/Products|0.1 g|84.8 g|0.2 mg|0 mcg|61|1 mg|20.0 mg|3 mg|14.9 g|0 mcg|0.1 g|4 mg|0.0 mg|0.2 g|0 mcg|0.00 mg|0.1 mg|0.5 g|0.10 mg|0.06 mg|0 mg
BP055|Rasbi (Sweet potato rice)|Starchy Roots & Tubers|Processed/Products|1.3 g|11.1 g|1.6 mg|0 mcg|394|76 mg|388.0 mg|68 mg|76.6 g|0 mcg|8.8 g|165 mg|1.2 mg|2.2 g|0 mcg|0.30 mg|0.4 mg|6.8 g|0.40 mg|0.02 mg|0 mg
